Problem,Prefix_Equation,Answer,Encoded
"Enrique puts 12 % of his monthly paycheck in an IRA . If he invests 72 dollars in his IRA , how much was his paycheck ?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"Enrique puts 12 % of his monthly pay in a retirement account. If he invests 72 dollars in the account, how much was his monthly pay?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"If Enrique puts 12 % of his monthly salary in a retirement account and he invests 72 dollars, how much was his monthly salary?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"Enrique puts 12 % of his salary for the month in a retirement account. If he invests 72 dollars in the account, how much was his salary for the month?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"If Enrique puts 12 % of his income for the month in a retirement account and he invests 72 dollars, how much was his income for the month?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"Enrique puts 12 % of his monthly pay in a retirement account. If he invests 72 dollars in the account, how much was his monthly pay?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"Enrique puts 12 % of his monthly paycheck in an IRA. If he invests 72 dollars in the IRA, what was the amount of his monthly paycheck?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"If Enrique puts 12 % of his monthly paycheck in an IRA and he invests 72 dollars in the IRA, what was the amount of his monthly paycheck?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"Enrique invests 72 dollars in his IRA, which represents 12 % of his monthly paycheck. What was the amount of his monthly paycheck?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"If Enrique invests 72 dollars in his IRA and this represents 12 % of his monthly paycheck, what was the amount of his monthly paycheck?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"Enrique puts 12 % of his monthly paycheck in an IRA. If he invests 72 dollars in the IRA, what was the amount of his monthly paycheck?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"Enrique puts 12 % of his monthly paycheck in an IRA, and he works 40 hours a week. If he invests 72 dollars in the IRA, how much was his monthly paycheck?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"Enrique puts 12 % of his monthly paycheck in an IRA, and he has 3 children. If he invests 72 dollars in the IRA, how much was his monthly paycheck?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"Enrique puts 12 % of his monthly paycheck in an IRA, and his mortgage payment is $1200. If he invests 72 dollars in the IRA, how much was his monthly paycheck?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"Enrique puts 12 % of his monthly paycheck in an IRA, and he pays $300 in car insurance each month. If he invests 72 dollars in the IRA, how much was his monthly paycheck?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"Enrique puts 12 % of his monthly paycheck in an IRA, and he donates $50 to charity each month. If he invests 72 dollars in the IRA, how much was his monthly paycheck?",/ / 72.0 12 0.01,600.0,"[1, 6, 6, 898, 149, 8, 2]"
"If Enrique invests 72 dollars in the IRA, and the original amount was 600 dollars, what percentage of his paycheck did he invest in the IRA?",/ / 72.0 600.0 0.01,12.0,"[1, 6, 6, 898, 817, 8, 2]"
"Isabel baked 3 brownies , but needed 5 total for her party . If she used 5 cups of flour on each one , how much cups of flour does she still need ?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"John made 3 cookies, but needed 5 total for his event. If he used 5 cups of flour on each one, how much cups of flour does he still need?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"Sarah baked 3 cakes, but needed 5 total for her wedding. If she used 5 cups of flour on each one, how much cups of flour does she still need?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"Maria made 3 muffins, but needed 5 total for her breakfast. If she used 5 cups of flour on each one, how much cups of flour does she still need?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"Dave baked 3 croissants, but needed 5 total for his bakery. If he used 5 cups of flour on each one, how much cups of flour does he still need?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"Kim made 3 bread loaves, but needed 5 total for her restaurant. If she used 5 cups of flour on each one, how much cups of flour does she still need?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"If Isabel used 5 cups of flour on each of the 3 brownies she baked, how much more cups of flour does she need to reach the total of 5 brownies for her party?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"For her party, Isabel needed a total of 5 brownies but only baked 3. If she used 5 cups of flour on each one, how much more cups of flour does she need to meet the total?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"Isabel baked 3 brownies using 5 cups of flour each, but she needs a total of 5 brownies for her party. How much more cups of flour does she need?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"In order to have a total of 5 brownies for her party, Isabel baked 3 brownies and used 5 cups of flour on each one. How much more cups of flour does she need to reach the total?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"Isabel's party requires a total of 5 brownies, but she only baked 3 using 5 cups of flour on each. How much more cups of flour does she need to reach the total?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one and also bought 7 bags of sugar, how much cups of flour does she still need?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one and also used 8 eggs, how much cups of flour does she still need?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one and also used 2 cups of milk, how much cups of flour does she still need?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one and also used 1 cup of melted chocolate, how much cups of flour does she still need?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"Isabel baked 3 brownies, but needed 5 total for her party. If she used 5 cups of flour on each one and also used 1.5 cups of vegetable oil, how much cups of flour does she still need?",* 5.0 - 5.0 3.0,10.0,"[1, 3, 700, 5, 700, 475, 2]"
"If Isabel still needs 10 cups of flour to reach the total of 5 brownies for her party, and she uses 5 cups of flour on each one, how many more brownies did she already bake?",- 5.0 / 10.0 5.0,3.0,"[1, 5, 700, 6, 92, 700, 2]"
Mary is baking a cake . The recipe calls for 7 cups of flour and 3 cups of sugar . She already put in 2 cups of flour . How many cups of flour does she need to add ?,- 7 2,5.0,"[1, 5, 875, 307, 2]"
Tom is making a pie. The recipe calls for 7 cups of flour and 3 cups of sugar. He already put in 2 cups of flour. How many cups of flour does he need to add?,- 7 2,5.0,"[1, 5, 875, 307, 2]"
Sarah is baking a batch of cookies. The recipe calls for 7 cups of flour and 3 cups of sugar. She already put in 2 cups of flour. How many cups of flour does she need to add?,- 7 2,5.0,"[1, 5, 875, 307, 2]"
Dave is making a loaf of bread. The recipe calls for 7 cups of flour and 3 cups of sugar. He already put in 2 cups of flour. How many cups of flour does he need to add?,- 7 2,5.0,"[1, 5, 875, 307, 2]"
Kim is baking a batch of muffins. The recipe calls for 7 cups of flour and 3 cups of sugar. She already put in 2 cups of flour. How many cups of flour does she need to add?,- 7 2,5.0,"[1, 5, 875, 307, 2]"
John is making a batch of brownies. The recipe calls for 7 cups of flour and 3 cups of sugar. He already put in 2 cups of flour. How many cups of flour does he need to add?,- 7 2,5.0,"[1, 5, 875, 307, 2]"
"How many cups of flour does Mary need to add to her cake, considering that the recipe calls for 7 cups of flour and 3 cups of sugar and she has already put in 2 cups of flour?",- 7 2,5.0,"[1, 5, 875, 307, 2]"
Mary is baking a cake and the recipe calls for a total of 7 cups of flour and 3 cups of sugar. She has already added 2 cups of flour. How many more cups of flour does she need to add?,- 7 2,5.0,"[1, 5, 875, 307, 2]"
"The recipe for Mary's cake calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. How many more cups of flour does she need to add to the cake?",- 7 2,5.0,"[1, 5, 875, 307, 2]"
"To bake her cake, Mary needs a total of 7 cups of flour and 3 cups of sugar according to the recipe. She has already added 2 cups of flour. How many more cups of flour does she need to add?",- 7 2,5.0,"[1, 5, 875, 307, 2]"
"Mary has already added 2 cups of flour to the cake she is baking, which requires a total of 7 cups of flour and 3 cups of sugar according to the recipe. How many more cups of flour does she need to add?",- 7 2,5.0,"[1, 5, 875, 307, 2]"
"Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. She also has a total of 10 eggs in the fridge. How many cups of flour does she need to add?",- 7 2,5.0,"[1, 5, 875, 307, 2]"
"Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. She also has a total of 5 sticks of butter in the pantry. How many cups of flour does she need to add?",- 7 2,5.0,"[1, 5, 875, 307, 2]"
"Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. She also has a total of 9 cups of milk in the fridge. How many cups of flour does she need to add?",- 7 2,5.0,"[1, 5, 875, 307, 2]"
"Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. She also has a total of 4 cups of chocolate chips in the pantry. How many cups of flour does she need to add?",- 7 2,5.0,"[1, 5, 875, 307, 2]"
"Mary is baking a cake. The recipe calls for 7 cups of flour and 3 cups of sugar, and she has already put in 2 cups of flour. She also has a total of 6 cups of nuts in the pantry. How many cups of flour does she need to add?",- 7 2,5.0,"[1, 5, 875, 307, 2]"
"If Mary needs to add 5 cups of flour to her cake, and the recipe calls for a total of 7 cups of flour and 3 cups of sugar, how many cups of flour has she already put in?",- 7 5,2.0,"[1, 5, 875, 699, 2]"
The number of kilograms of water in a human body varies directly as the total body w8 . A person who weighs 50 kilograms contains 36 kilograms of water . How many kilograms of water are in a person weighing 60 kilograms ?,* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
The amount of water in a plant varies directly as the total weight of the plant. A plant that weighs 50 kilograms contains 36 kilograms of water. How much water is in a plant weighing 60 kilograms?,* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
The number of kilograms of fuel in a car varies directly as the total weight of the car. A car that weighs 50 kilograms contains 36 kilograms of fuel. How much fuel is in a car weighing 60 kilograms?,* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
The number of kilograms of sand in a bucket varies directly as the total weight of the bucket. A bucket that weighs 50 kilograms contains 36 kilograms of sand. How much sand is in a bucket weighing 60 kilograms?,* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
The number of kilograms of apples in a basket varies directly as the total weight of the basket. A basket that weighs 50 kilograms contains 36 kilograms of apples. How many kilograms of apples are in a basket weighing 60 kilograms?,* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
The number of kilograms of potatoes in a bag varies directly as the total weight of the bag. A bag that weighs 50 kilograms contains 36 kilograms of potatoes. How many kilograms of potatoes are in a bag weighing 60 kilograms?,* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
"How many kilograms of water are in a person weighing 60 kilograms, considering that the number of kilograms of water in a human body varies directly as the total body weight and a person who weighs 50 kilograms contains 36 kilograms of water?",* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
The number of kilograms of water in a human body varies directly as the total body weight. A person weighing 50 kilograms contains 36 kilograms of water. How many kilograms of water are in a person weighing 60 kilograms?,* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
The number of kilograms of water in a human body is directly proportional to the total body weight. A person weighing 50 kilograms contains 36 kilograms of water. How many kilograms of water are in a person weighing 60 kilograms?,* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
"A person weighing 50 kilograms contains 36 kilograms of water, and the number of kilograms of water in a human body varies directly as the total body weight. How many kilograms of water are in a person weighing 60 kilograms?",* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
The total body weight and the number of kilograms of water in a human body are directly proportional. A person weighing 50 kilograms contains 36 kilograms of water. How many kilograms of water are in a person weighing 60 kilograms?,* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
"The number of kilograms of water in a human body varies directly as the total body weight. A person who weighs 50 kilograms contains 36 kilograms of water, and there are 12 people in the room. How many kilograms of water are in a person weighing 60 kilograms?",* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
"The number of kilograms of water in a human body varies directly as the total body weight. A person who weighs 50 kilograms contains 36 kilograms of water, and the room temperature is 28 degrees Celsius. How many kilograms of water are in a person weighing 60 kilograms?",* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
"The number of kilograms of water in a human body varies directly as the total body weight. A person who weighs 50 kilograms contains 36 kilograms of water, and the person's age is 32 years old. How many kilograms of water are in a person weighing 60 kilograms?",* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
"The number of kilograms of water in a human body varies directly as the total body weight. A person who weighs 50 kilograms contains 36 kilograms of water, and the person's height is 1.8 meters. How many kilograms of water are in a person weighing 60 kilograms?",* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
"The number of kilograms of water in a human body varies directly as the total body weight. A person who weighs 50 kilograms contains 36 kilograms of water, and the person's shoe size is 9. How many kilograms of water are in a person weighing 60 kilograms?",* / 36.0 50.0 60.0,43.2,"[1, 3, 6, 556, 719, 815, 2]"
